Category,Subcategory,Region,State,Date,Product Name,Product ID,Sales,Profit,Discount,Size,Available Quantity,Sold Quantity,Color
Clothes,Blouses,South,New York,2022-11-11,Clothes Blouses,5067,270.19,41.77,19.11,XL,562,1081,Pink
Clothes,Sweaters,West,Illinois,2022-02-27,Clothes Sweaters,7030,417.43,123.11,30.41,XL,605,1085,White
Accessories,Scarves,West,Texas,2023-12-10,Accessories Scarves,9147,448.46,120.11,43.14,XL,697,1046,Yellow
Accessories,Umbrellas,South,Michigan,2022-08-04,Accessories Umbrellas,8182,137.21,16.29,27.32,M,668,914,Gray
Accessories,Belts,West,Illinois,2023-11-13,Accessories Belts,6415,435.1,62.56,78.13,S,665,1056,Gray
Accessories,Keychains,West,California,2022-06-16,Accessories Keychains,1767,269.35,41.9,16.21,XL,680,1036,White
Clothes,Jeans,West,Pennsylvania,2022-02-26,Clothes Jeans,9833,137.37,14.24,13.39,M,537,891,Black
Accessories,Socks,North,North Carolina,2022-09-03,Accessories Socks,3985,312.24,36.29,35.2,L,501,992,White
Shoes,Golf Shoes,West,New York,2023-05-31,Shoes Golf Shoes,8097,425.84,80.08,23.33,L,625,1040,Red
Clothes,Pajamas,North,New York,2022-11-19,Clothes Pajamas,4649,145.87,20.32,18.07,S,614,831,White
Shoes,Loafers,West,Ohio,2023-10-08,Shoes Loafers,7153,403.17,80.03,71.69,M,570,864,Black
Shoes,Tennis Shoes,East,Ohio,2023-12-11,Shoes Tennis Shoes,9086,350.34,50.38,52.54,S,700,922,Pink
Shoes,Skate Shoes,South,Texas,2023-06-20,Shoes Skate Shoes,4257,178.35,40.02,26.55,S,638,815,White
Shoes,Cycling Shoes,North,Ohio,2023-02-08,Shoes Cycling Shoes,1819,232.07,25.59,39.05,XL,687,1032,Purple
Shoes,Soccer Shoes,South,Pennsylvania,2022-03-18,Shoes Soccer Shoes,9836,481.68,106.02,24.59,XL,691,1081,Gray
Shoes,Loafers,North,California,2022-10-12,Shoes Loafers,8584,482.63,98.52,73.52,L,612,971,Gray
Clothes,Hoodies,West,Ohio,2022-02-06,Clothes Hoodies,9613,381.26,45.32,28.05,M,511,819,Green
Accessories,Belts,North,Ohio,2022-10-14,Accessories Belts,1295,485.21,58.27,86.16,S,673,991,Blue
Shoes,Heels,East,Michigan,2023-01-12,Shoes Heels,1524,353.83,47.76,24.86,L,635,931,Gray
Accessories,Socks,South,Illinois,2022-04-10,Accessories Socks,4193,182.07,18.84,11.79,L,615,1026,White
Shoes,Sneakers,East,Florida,2023-05-01,Shoes Sneakers,7497,162.41,37.98,23.23,XL,567,1004,Orange
Clothes,Jackets,North,New York,2022-07-03,Clothes Jackets,6464,334.01,55.87,63.33,XL,644,1059,Yellow
Accessories,Belts,North,Texas,2023-04-06,Accessories Belts,3685,106.19,22.88,5.61,L,682,932,Red
Accessories,Headbands,North,California,2022-03-11,Accessories Headbands,7044,147.23,19.31,18.1,S,687,975,Red
Accessories,Wallets,West,Michigan,2023-03-13,Accessories Wallets,9947,159.08,31.44,12.72,XL,613,1038,Blue
Accessories,Wallets,West,Ohio,2022-03-08,Accessories Wallets,8572,215.53,24.77,25.49,XL,513,1071,Green
Clothes,Jeans,East,North Carolina,2022-04-14,Clothes Jeans,8383,100.7,13.56,14.34,S,623,1092,White
Clothes,Blouses,North,New York,2023-10-31,Clothes Blouses,2702,215.74,23.77,15.61,S,564,919,Pink
Shoes,Skate Shoes,East,Ohio,2022-11-02,Shoes Skate Shoes,6943,10.37,2.96,0.54,XL,633,994,Purple
Clothes,Pajamas,West,Georgia,2022-09-07,Clothes Pajamas,3094,68.14,14.23,4.28,M,560,849,Orange
Accessories,Scarves,South,Florida,2022-08-10,Accessories Scarves,3974,328.99,83.29,41.29,M,537,931,Pink
Clothes,Shirts,West,Ohio,2023-07-05,Clothes Shirts,3217,220.11,47.59,36.66,XL,553,957,Black
Shoes,Skate Shoes,West,Texas,2022-03-01,Shoes Skate Shoes,1790,29.97,6.17,4.31,S,644,1066,Green
Clothes,Underwear,East,Georgia,2023-08-25,Clothes Underwear,2176,326.27,64.91,40.48,M,541,980,Black
Shoes,Skate Shoes,North,Florida,2023-12-23,Shoes Skate Shoes,3381,88.52,16.78,6.76,XL,618,935,Yellow
Shoes,Skate Shoes,West,Illinois,2023-06-24,Shoes Skate Shoes,5758,360.25,76.72,18.62,L,543,957,Yellow
Shoes,Flats,North,California,2022-10-21,Shoes Flats,3969,440.54,114.21,75.97,M,560,1090,Orange
Clothes,Hoodies,East,Florida,2022-02-23,Clothes Hoodies,5436,264.49,45.35,43.06,XL,563,1044,Purple
Accessories,Keychains,East,Michigan,2023-11-01,Accessories Keychains,6789,487.8,86.6,96.89,XL,524,988,Red
Clothes,Dresses,West,Illinois,2022-07-09,Clothes Dresses,1396,360.79,88.88,57.53,L,551,1079,Yellow
Accessories,Necklaces,South,Ohio,2023-02-03,Accessories Necklaces,8831,485.21,86.54,78.65,XL,526,918,Yellow
Accessories,Headbands,West,California,2023-08-05,Accessories Headbands,8348,254.32,33.24,36.0,M,534,1084,Black
Shoes,Cycling Shoes,East,Pennsylvania,2022-12-12,Shoes Cycling Shoes,9141,168.28,39.08,23.08,XL,594,984,Black
Shoes,Slippers,West,Georgia,2022-06-02,Shoes Slippers,9343,187.02,22.04,26.14,L,542,1031,Yellow
Accessories,Ties,West,Georgia,2023-03-10,Accessories Ties,4070,286.93,40.33,37.33,M,676,952,Pink
Shoes,Skate Shoes,North,Florida,2022-02-12,Shoes Skate Shoes,3964,404.14,118.57,73.32,L,530,996,White
Accessories,Sunglasses,North,New York,2023-11-18,Accessories Sunglasses,7577,362.11,92.0,30.9,L,650,848,Purple
Clothes,Skirts,West,Ohio,2023-11-21,Clothes Skirts,8693,301.92,83.97,30.39,L,631,1007,Black
Accessories,Jewelry,West,North Carolina,2023-01-22,Accessories Jewelry,3340,139.37,31.49,23.27,XL,589,1089,Yellow
Clothes,Suits,North,Pennsylvania,2022-04-23,Clothes Suits,4188,337.12,97.6,33.22,M,552,912,Green
Accessories,Watches,North,Florida,2023-04-29,Accessories Watches,2735,196.37,48.14,14.32,M,565,814,Black
Accessories,Hats,North,Florida,2023-12-23,Accessories Hats,7690,169.41,22.98,30.16,M,541,1010,Blue
Clothes,Shirts,South,Ohio,2023-01-22,Clothes Shirts,1636,407.54,77.21,50.38,S,533,914,Yellow
Clothes,Jackets,South,North Carolina,2023-03-27,Clothes Jackets,8679,161.92,42.34,28.18,M,560,1082,Black
Accessories,Socks,East,Florida,2022-01-05,Accessories Socks,3095,223.52,32.37,22.33,L,585,1089,Gray
Shoes,Heels,South,Ohio,2023-10-30,Shoes Heels,5425,288.92,83.74,56.2,L,604,809,Purple
Accessories,Necklaces,North,New York,2023-09-22,Accessories Necklaces,2903,198.65,31.78,39.26,M,682,989,Blue
Clothes,Trousers,West,Pennsylvania,2023-05-31,Clothes Trousers,2372,146.1,26.93,24.88,S,508,1007,Black
Accessories,Umbrellas,North,Michigan,2022-09-07,Accessories Umbrellas,1506,354.99,39.48,61.53,S,627,950,Yellow
Clothes,Shorts,East,Florida,2023-12-24,Clothes Shorts,5269,74.26,12.47,9.94,M,523,856,Purple
Clothes,Coats,South,Texas,2022-05-13,Clothes Coats,5655,83.72,20.8,9.78,L,619,1036,Black
Accessories,Hats,West,Florida,2022-03-15,Accessories Hats,4966,326.62,77.41,54.02,M,598,943,Blue
Clothes,Skirts,West,California,2022-09-29,Clothes Skirts,9697,33.15,6.09,5.29,M,639,902,Blue
Shoes,Flats,West,Michigan,2023-08-17,Shoes Flats,2527,52.38,5.43,5.71,L,693,1005,Black
Shoes,Skate Shoes,West,Georgia,2022-07-31,Shoes Skate Shoes,5428,40.83,4.45,4.45,XL,628,1091,Yellow
Clothes,Underwear,East,Ohio,2022-09-26,Clothes Underwear,8651,315.02,63.76,35.14,S,626,1076,Red
Clothes,Trousers,South,Florida,2023-02-18,Clothes Trousers,4950,283.0,35.88,50.68,M,556,937,Purple
Shoes,Boots,West,Michigan,2022-06-12,Shoes Boots,8721,367.36,95.74,19.69,S,635,1054,Gray
Accessories,Sunglasses,South,Ohio,2023-07-14,Accessories Sunglasses,8101,285.76,50.88,35.06,S,574,1069,Gray
Shoes,Boots,West,Illinois,2022-06-05,Shoes Boots,9357,59.95,7.53,4.3,M,606,1025,White
Shoes,Heels,East,Ohio,2023-08-09,Shoes Heels,8537,229.92,63.43,26.04,L,695,816,Red
Shoes,Heels,North,Georgia,2022-07-17,Shoes Heels,5863,226.46,47.05,32.99,XL,670,1064,Orange
Shoes,Sneakers,North,Florida,2022-03-19,Shoes Sneakers,1487,51.71,10.95,4.42,M,669,989,Blue
Accessories,Watches,West,Illinois,2023-12-12,Accessories Watches,1842,422.95,114.71,48.86,M,528,974,Black
Clothes,Shirts,South,Florida,2023-10-06,Clothes Shirts,5099,325.96,52.51,33.61,S,580,866,Green
Clothes,Jackets,East,Ohio,2022-03-05,Clothes Jackets,6162,368.53,98.97,54.05,M,651,819,White
Shoes,Sandals,East,New York,2022-02-17,Shoes Sandals,6906,182.08,40.73,24.56,XL,677,832,Green
Accessories,Wallets,North,Florida,2022-05-25,Accessories Wallets,9124,144.19,24.58,16.78,L,698,1011,Gray
Clothes,Blouses,North,New York,2022-09-22,Clothes Blouses,2561,415.27,78.27,27.19,M,654,1075,Purple
Accessories,Jewelry,East,Michigan,2023-05-30,Accessories Jewelry,9349,231.19,68.44,42.71,S,658,1044,Yellow
Shoes,Cycling Shoes,East,Pennsylvania,2022-05-22,Shoes Cycling Shoes,8741,110.94,12.88,6.02,L,503,991,Blue
Accessories,Socks,South,North Carolina,2023-07-06,Accessories Socks,9636,231.1,53.76,29.38,XL,562,828,Green
Clothes,Underwear,West,Florida,2023-03-04,Clothes Underwear,3071,28.13,6.34,2.17,S,529,1076,Pink
Accessories,Scarves,West,North Carolina,2023-12-08,Accessories Scarves,2638,476.06,142.07,39.89,XL,575,1013,White
Clothes,Suits,West,Illinois,2023-04-08,Clothes Suits,2293,360.6,52.94,40.62,S,553,943,Orange
Clothes,Jackets,North,Ohio,2023-08-07,Clothes Jackets,7835,113.48,31.6,13.72,S,671,1083,Red
Shoes,Golf Shoes,South,Florida,2022-12-13,Shoes Golf Shoes,8204,382.01,73.31,42.81,S,614,864,White
Accessories,Ties,East,North Carolina,2023-05-17,Accessories Ties,9915,51.79,6.58,8.17,M,665,1093,Purple
Accessories,Sunglasses,North,Illinois,2023-02-14,Accessories Sunglasses,7044,27.99,7.4,3.61,S,629,984,Gray
Accessories,Watches,North,Illinois,2022-09-21,Accessories Watches,4634,279.47,78.89,28.57,L,667,1024,Orange
Clothes,Shirts,North,Michigan,2023-06-07,Clothes Shirts,2321,411.45,42.23,68.46,M,630,800,Orange
Accessories,Umbrellas,West,Illinois,2023-05-12,Accessories Umbrellas,6203,301.08,47.91,57.26,M,613,901,Red
Shoes,Soccer Shoes,West,Pennsylvania,2022-02-09,Shoes Soccer Shoes,1299,419.97,100.55,44.51,XL,647,1070,Gray
Accessories,Belts,East,Georgia,2022-10-12,Accessories Belts,2826,372.41,110.64,19.18,S,519,1016,Red
Shoes,Skate Shoes,East,Illinois,2023-01-18,Shoes Skate Shoes,9991,170.12,18.13,15.7,M,534,1068,Red
Clothes,Jackets,South,Florida,2023-09-07,Clothes Jackets,9538,481.5,114.84,51.65,L,589,852,White
Accessories,Headbands,East,Illinois,2022-05-10,Accessories Headbands,1393,473.45,64.66,45.13,S,645,1029,Black
Accessories,Keychains,East,Ohio,2023-01-28,Accessories Keychains,5532,358.76,97.81,36.32,M,700,829,Pink
Accessories,Belts,East,Florida,2023-11-15,Accessories Belts,6120,391.64,84.41,44.17,M,626,919,Purple
Clothes,Jackets,South,Ohio,2023-08-08,Clothes Jackets,2932,35.45,4.16,7.03,S,520,1046,Purple
Accessories,Wallets,East,Ohio,2023-12-05,Accessories Wallets,9192,286.73,53.59,34.67,M,574,818,Orange
Clothes,Blouses,South,Florida,2023-05-07,Clothes Blouses,8824,118.91,23.74,21.5,XL,569,829,Gray
Accessories,Keychains,North,Pennsylvania,2022-07-26,Accessories Keychains,8390,380.05,68.71,73.52,XL,569,883,Pink
Clothes,Shorts,West,Michigan,2023-07-15,Clothes Shorts,7713,443.94,50.66,50.96,S,506,837,Purple
Clothes,Shorts,South,Texas,2022-12-23,Clothes Shorts,4842,310.63,69.1,31.36,S,581,908,Purple
Shoes,Running Shoes,West,Michigan,2022-01-25,Shoes Running Shoes,9248,384.39,51.03,21.71,M,528,939,Green
Shoes,Boots,East,Illinois,2023-06-02,Shoes Boots,8257,380.05,111.51,59.08,M,631,838,Red
Shoes,Running Shoes,South,Pennsylvania,2023-01-03,Shoes Running Shoes,4020,57.65,9.69,7.33,S,644,1071,Pink
Clothes,Skirts,North,California,2023-10-19,Clothes Skirts,7013,278.98,81.53,17.81,XL,525,872,Black
Shoes,Basketball Shoes,East,Florida,2022-07-29,Shoes Basketball Shoes,7501,408.28,81.27,24.59,M,549,913,Blue
Shoes,Flats,North,Illinois,2023-08-12,Shoes Flats,8961,499.68,99.09,51.27,S,575,967,Purple
Accessories,Headbands,South,Pennsylvania,2023-03-18,Accessories Headbands,1559,250.37,45.24,32.56,S,667,958,Yellow
Clothes,Hoodies,West,Illinois,2023-02-11,Clothes Hoodies,7545,25.81,5.6,2.78,XL,577,864,Yellow
Accessories,Keychains,West,Georgia,2023-08-11,Accessories Keychains,2716,18.68,5.29,1.12,L,612,1053,Gray
Shoes,Flats,North,Ohio,2022-03-17,Shoes Flats,3112,66.14,7.37,3.48,M,622,924,Yellow
Clothes,Sweaters,South,New York,2023-07-22,Clothes Sweaters,8336,483.45,93.11,43.87,M,614,800,Purple
Shoes,Slippers,West,Michigan,2023-04-12,Shoes Slippers,1433,355.62,44.6,43.31,M,589,1040,Yellow
Shoes,Golf Shoes,East,North Carolina,2022-12-14,Shoes Golf Shoes,1796,196.43,41.86,28.02,L,539,869,Blue
Clothes,Jackets,North,Illinois,2022-11-10,Clothes Jackets,3923,202.43,35.98,39.4,S,601,939,Purple
Accessories,Keychains,South,Illinois,2022-10-08,Accessories Keychains,1515,118.64,14.24,10.47,M,514,1032,Orange
Clothes,Coats,West,Michigan,2023-02-26,Clothes Coats,8804,148.43,22.82,9.59,XL,505,913,Red
Accessories,Umbrellas,South,Michigan,2023-07-28,Accessories Umbrellas,2053,329.72,72.55,34.67,S,680,1030,Pink
Clothes,Pajamas,North,Illinois,2022-04-21,Clothes Pajamas,5152,242.94,57.68,40.09,L,518,828,Blue
Shoes,Soccer Shoes,West,New York,2022-07-28,Shoes Soccer Shoes,3623,111.33,20.28,20.43,L,560,815,Gray
Clothes,Leggings,South,California,2023-12-08,Clothes Leggings,6252,61.04,12.41,8.5,L,591,988,Yellow
Accessories,Socks,West,New York,2023-06-28,Accessories Socks,1447,25.29,7.58,4.02,L,685,898,Pink
Accessories,Belts,West,Florida,2022-05-14,Accessories Belts,3485,184.62,27.29,13.92,L,649,1059,Orange
Clothes,Shirts,East,Michigan,2022-12-03,Clothes Shirts,2991,401.31,96.91,31.66,L,566,981,Pink
Clothes,Dresses,East,Texas,2022-02-08,Clothes Dresses,8011,456.14,76.36,26.37,L,526,995,Green
Clothes,Sweaters,North,Illinois,2023-12-06,Clothes Sweaters,8977,258.75,66.23,41.96,XL,675,921,Gray
Accessories,Headbands,West,Michigan,2023-06-26,Accessories Headbands,3493,488.55,75.1,96.52,S,540,809,Black
Accessories,Wallets,East,Ohio,2022-12-25,Accessories Wallets,2068,246.01,26.04,45.48,M,546,892,Blue
Clothes,Leggings,South,Michigan,2022-04-26,Clothes Leggings,4570,141.41,29.65,13.89,M,506,998,Yellow
Accessories,Belts,North,California,2023-08-28,Accessories Belts,3321,155.89,28.14,26.67,XL,537,888,Red
Shoes,Loafers,North,New York,2023-02-08,Shoes Loafers,9414,325.57,82.22,25.29,L,628,953,White
Clothes,Shirts,North,Georgia,2023-03-13,Clothes Shirts,3419,347.03,39.97,47.84,XL,520,1005,Orange
Accessories,Necklaces,North,Michigan,2022-09-22,Accessories Necklaces,8183,174.47,48.74,25.58,M,667,1088,Black
Accessories,Headbands,East,North Carolina,2022-08-29,Accessories Headbands,5171,428.14,119.73,44.49,S,684,1034,Red
Shoes,Boots,South,North Carolina,2022-07-19,Shoes Boots,1970,30.38,7.3,5.81,M,681,1077,Black
Clothes,Trousers,East,Georgia,2023-08-31,Clothes Trousers,3162,365.89,74.92,46.29,XL,669,1004,Purple
Clothes,Jackets,East,Texas,2023-02-20,Clothes Jackets,1041,417.16,94.48,53.36,XL,521,865,Pink
Clothes,Coats,South,New York,2022-06-23,Clothes Coats,4220,461.78,95.58,80.59,M,628,918,White
Shoes,Basketball Shoes,South,Georgia,2022-02-18,Shoes Basketball Shoes,5028,436.71,91.35,31.83,M,609,1015,Gray
Shoes,Cycling Shoes,East,California,2022-12-08,Shoes Cycling Shoes,8904,82.35,22.87,13.4,S,657,874,Orange
Shoes,Tennis Shoes,North,Georgia,2022-09-28,Shoes Tennis Shoes,7224,44.53,4.51,7.92,XL,658,969,Green
Clothes,Suits,West,New York,2022-05-05,Clothes Suits,4640,438.26,43.93,51.8,S,635,976,Pink
Shoes,Sandals,North,Illinois,2022-06-11,Shoes Sandals,4962,109.99,16.87,12.75,S,682,919,White
Shoes,Hiking Boots,North,Georgia,2022-02-20,Shoes Hiking Boots,4862,459.41,135.88,78.99,L,509,1031,Orange
Accessories,Hats,West,Georgia,2022-01-30,Accessories Hats,8364,253.4,34.18,13.21,XL,545,1004,Yellow
Shoes,Boots,East,North Carolina,2023-03-11,Shoes Boots,3082,466.86,68.75,64.04,L,502,887,White
Shoes,Slippers,West,Michigan,2022-06-30,Shoes Slippers,5029,181.14,19.76,9.9,M,638,1057,Red
Accessories,Watches,South,Texas,2023-04-07,Accessories Watches,1334,164.12,23.84,10.07,S,558,1009,Orange
Accessories,Wallets,South,Georgia,2023-09-08,Accessories Wallets,3361,226.47,50.68,27.52,L,571,862,Black
Clothes,Blouses,North,Florida,2022-06-07,Clothes Blouses,2069,339.65,61.5,34.39,L,546,985,Green
Accessories,Watches,South,California,2022-05-24,Accessories Watches,7836,332.27,47.77,42.51,M,626,951,Black
Accessories,Keychains,North,Illinois,2023-11-17,Accessories Keychains,2120,271.97,52.84,54.16,L,596,892,Blue
Accessories,Socks,East,Texas,2023-04-08,Accessories Socks,6471,233.87,24.26,24.43,L,686,1010,Red
Clothes,Suits,South,Florida,2022-09-01,Clothes Suits,1566,475.43,82.37,34.89,M,580,852,Pink
Accessories,Keychains,South,Michigan,2023-01-05,Accessories Keychains,8442,15.81,3.22,2.76,L,652,982,Pink
Shoes,Basketball Shoes,East,Pennsylvania,2022-10-30,Shoes Basketball Shoes,1597,284.61,66.8,19.3,L,535,1030,Green
Clothes,Jackets,North,Michigan,2022-04-02,Clothes Jackets,2027,274.63,37.33,48.12,S,538,1042,Red
Clothes,Pajamas,West,New York,2023-10-21,Clothes Pajamas,9071,166.7,24.98,30.47,L,512,1020,Purple
Clothes,Dresses,North,Texas,2023-04-17,Clothes Dresses,5171,428.25,109.89,22.25,M,517,1055,Pink
Accessories,Watches,North,Georgia,2022-01-06,Accessories Watches,3923,244.65,70.91,21.89,XL,527,914,Black
Shoes,Boots,North,Georgia,2023-06-07,Shoes Boots,9204,88.82,15.62,5.82,S,683,1090,Orange
Clothes,Leggings,South,Georgia,2022-03-17,Clothes Leggings,1285,58.81,6.31,9.51,M,529,1075,Orange
Shoes,Soccer Shoes,South,Michigan,2023-01-01,Shoes Soccer Shoes,1757,493.41,142.27,29.95,M,684,1060,Green
Clothes,Hoodies,North,Texas,2023-02-24,Clothes Hoodies,2646,228.76,52.03,33.62,L,542,1047,Black
Accessories,Umbrellas,East,California,2022-04-17,Accessories Umbrellas,4974,441.2,115.92,47.5,S,578,953,Gray
Shoes,Slippers,North,Michigan,2023-01-27,Shoes Slippers,1831,380.68,102.51,51.69,S,630,982,Red
Clothes,Jeans,West,Illinois,2023-09-13,Clothes Jeans,1551,70.98,19.01,3.91,M,664,806,Yellow
Shoes,Sneakers,East,Ohio,2023-08-27,Shoes Sneakers,1938,401.87,68.78,64.23,M,535,951,Red
Clothes,Suits,North,Michigan,2022-07-14,Clothes Suits,9767,51.39,12.57,4.87,M,633,1044,Black
Accessories,Watches,South,New York,2022-10-02,Accessories Watches,8655,276.57,54.66,27.46,XL,614,867,Yellow
Accessories,Jewelry,South,Texas,2023-08-12,Accessories Jewelry,8573,270.74,32.28,19.77,L,638,995,Gray
Accessories,Headbands,West,Pennsylvania,2023-12-15,Accessories Headbands,3071,276.26,35.49,29.24,M,513,869,White
Shoes,Cycling Shoes,South,Georgia,2022-02-28,Shoes Cycling Shoes,2456,254.73,34.09,25.39,L,623,1004,Pink
Accessories,Belts,West,Michigan,2022-01-31,Accessories Belts,4833,210.93,26.75,26.2,L,578,1047,Gray
Shoes,Tennis Shoes,East,Florida,2023-03-04,Shoes Tennis Shoes,9325,191.92,30.85,15.27,XL,587,1005,Pink
Shoes,Cycling Shoes,East,Florida,2023-06-02,Shoes Cycling Shoes,5600,288.04,86.06,45.07,XL,547,896,Pink
Clothes,Pajamas,East,New York,2023-08-20,Clothes Pajamas,9596,16.35,2.51,2.73,L,581,837,Red
Shoes,Slippers,North,Florida,2022-05-23,Shoes Slippers,1727,213.11,53.33,14.46,L,632,962,Pink
Shoes,Skate Shoes,East,Georgia,2022-05-25,Shoes Skate Shoes,2458,487.27,82.87,57.01,XL,537,957,Blue
Shoes,Heels,South,Florida,2023-03-21,Shoes Heels,7818,219.23,24.62,14.97,M,605,1003,Black
Shoes,Skate Shoes,East,Illinois,2022-12-26,Shoes Skate Shoes,7707,491.78,112.24,90.75,L,578,949,Orange
Clothes,Jackets,North,New York,2023-08-14,Clothes Jackets,6847,308.72,47.06,21.27,L,628,1092,Orange
Shoes,Heels,North,New York,2022-08-27,Shoes Heels,6168,164.19,18.5,22.18,XL,647,908,Green
Clothes,Shirts,West,Ohio,2022-08-25,Clothes Shirts,5290,237.45,44.61,31.14,XL,558,894,Red
Clothes,Skirts,South,California,2023-07-10,Clothes Skirts,2934,87.84,15.81,13.5,L,694,1021,Yellow
Accessories,Scarves,West,Illinois,2023-04-01,Accessories Scarves,2053,364.29,101.91,39.69,M,626,1096,Yellow
Shoes,Sneakers,West,Michigan,2023-05-30,Shoes Sneakers,6253,420.29,53.94,27.29,S,655,922,Yellow
Clothes,Suits,North,Ohio,2023-10-09,Clothes Suits,4061,401.38,120.14,44.39,L,532,893,Gray
Accessories,Headbands,West,Florida,2023-07-31,Accessories Headbands,1305,317.63,57.64,22.79,L,619,988,White
Accessories,Umbrellas,East,Illinois,2023-08-05,Accessories Umbrellas,2681,306.72,75.49,27.82,XL,656,1075,Black
Accessories,Ties,South,New York,2022-09-11,Accessories Ties,4799,415.62,55.25,24.31,XL,622,837,Purple
Clothes,Hoodies,West,Pennsylvania,2023-09-18,Clothes Hoodies,4298,332.83,94.71,52.06,M,505,997,Pink
Accessories,Wallets,West,Georgia,2022-12-09,Accessories Wallets,4356,201.7,31.33,32.34,XL,633,962,Gray
Clothes,Shorts,West,Texas,2022-12-12,Clothes Shorts,8635,465.76,73.15,90.4,S,685,912,Blue
Clothes,Dresses,West,Illinois,2022-05-14,Clothes Dresses,7622,464.35,67.19,89.58,S,652,1004,White
Shoes,Tennis Shoes,East,North Carolina,2023-11-17,Shoes Tennis Shoes,4248,474.83,80.01,37.37,S,596,903,Blue
Shoes,Heels,South,Ohio,2023-01-23,Shoes Heels,9946,253.12,59.35,25.83,M,540,950,Gray
Clothes,Trousers,West,North Carolina,2023-05-10,Clothes Trousers,5430,58.92,7.95,7.44,L,557,810,White
Clothes,Shorts,West,New York,2023-03-01,Clothes Shorts,3210,194.73,53.31,31.64,M,667,972,Purple
Clothes,Shorts,North,Michigan,2022-10-20,Clothes Shorts,5173,374.99,66.91,47.99,S,512,912,Purple
Clothes,Jeans,West,Texas,2022-01-09,Clothes Jeans,9315,494.14,103.3,35.3,XL,559,851,Purple
Shoes,Sandals,West,Illinois,2023-10-28,Shoes Sandals,7479,303.78,30.72,51.76,S,692,947,Blue
Clothes,Skirts,West,New York,2022-04-13,Clothes Skirts,5056,246.73,66.27,13.72,S,560,895,White
Accessories,Necklaces,South,Pennsylvania,2023-02-04,Accessories Necklaces,9587,91.13,22.05,8.16,L,639,875,Yellow
Accessories,Scarves,East,Illinois,2023-06-18,Accessories Scarves,1985,270.85,38.81,24.41,XL,632,838,Pink
Shoes,Loafers,South,Ohio,2022-10-19,Shoes Loafers,1619,134.48,23.6,24.27,L,694,830,White
Accessories,Keychains,South,Ohio,2022-10-16,Accessories Keychains,5864,127.24,33.06,10.84,XL,622,950,Green
Clothes,Jeans,East,North Carolina,2022-12-04,Clothes Jeans,8865,427.07,99.12,40.77,L,528,890,Red
Clothes,Shorts,West,Ohio,2022-10-02,Clothes Shorts,2406,403.17,69.66,34.27,M,520,1018,Black
Accessories,Scarves,North,California,2022-11-14,Accessories Scarves,3865,185.08,21.9,22.64,L,571,870,Pink
